twoperc,threeperc,assists,turno,blocks,orebounds,drebounds,ftPerc,points,steals,minutes,nameteam
.489,.471,33,17,5,11,37,.563,112,6,265,Cleveland Cavaliers
.419,.263,18,18,5,10,21,.806,92,10,240,New Jersey Nets
.385,.375,14,14,3,16,32,.703,92,3,240,Indiana Pacers
.405,.261,20,27,1,13,34,.871,97,7,240,Minnesota Timberwolves
.440,.188,20,17,1,14,23,.680,86,10,240,New Orleans Hornets
.375,.250,13,17,5,12,36,.826,85,6,240,Los Angeles Lakers
.422,.375,14,16,3,10,42,.571,87,5,265,Orlando Magic
.408,.267,19,10,2,9,31,.652,77,4,240,Philadelphia 76ers
.446,.300,18,16,3,7,27,.722,74,5,240,Boston Celtics
.475,.333,27,15,3,6,26,.615,87,8,240,Utah Jazz
.382,.190,21,16,1,15,28,.607,89,6,240,Washington Wizards
.351,.071,18,4,6,9,23,.767,86,2,240,Charlotte Bobcats
.369,.214,19,11,3,14,38,.760,84,3,240,Cleveland Cavaliers
.371,.150,11,15,5,12,34,.905,94,12,290,Portland Trail Blazers
.532,.364,22,20,5,6,25,.773,109,6,240,Indiana Pacers
.419,.409,26,11,5,17,32,1.000,94,3,240,Milwaukee Bucks
.440,.316,18,22,4,10,36,.947,98,9,240,Minnesota Timberwolves
.402,.292,19,14,4,13,26,.800,89,5,240,New Jersey Nets
.351,.381,16,16,3,16,26,.786,84,6,240,Sacramento Kings
.389,.407,26,13,4,12,26,.857,87,4,240,Atlanta Hawks
.386,.300,20,13,2,15,27,.708,91,9,240,Chicago Bulls
.326,.091,17,17,2,15,27,.947,77,10,240,Detroit Pistons
.413,.379,22,19,4,13,34,.727,97,9,240,Houston Rockets
.436,.200,17,18,8,18,24,.783,88,7,240,Memphis Grizzlies
.474,.545,20,13,3,7,32,.706,92,11,240,Toronto Raptors
.411,.412,18,12,6,4,33,.733,89,5,240,Charlotte Bobcats
.446,.370,22,19,6,11,39,.640,92,7,240,Los Angeles Clippers
.463,.200,29,14,5,11,31,.789,96,5,240,Phoenix Suns
.393,.391,21,13,5,14,21,.840,96,11,240,Milwaukee Bucks
.411,.286,17,18,7,18,27,.696,80,8,240,Utah Jazz
.413,.286,14,18,5,13,37,.680,89,3,240,Minnesota Timberwolves
.472,.529,21,14,4,17,29,.786,115,7,240,Sacramento Kings
.333,.375,20,20,6,18,28,.895,92,14,240,Phoenix Suns
.464,.231,22,13,5,11,32,.560,95,5,240,Detroit Pistons
.434,.133,15,16,3,6,26,.759,90,6,240,Indiana Pacers
.344,.259,14,11,8,17,30,.643,78,12,240,Atlanta Hawks
.385,.300,14,18,4,15,20,.833,83,10,240,Houston Rockets
.356,.231,17,12,3,19,23,.750,85,7,240,Utah Jazz
.471,.304,26,11,1,12,19,.815,109,9,240,Portland Trail Blazers
.507,.267,22,18,11,10,30,.600,87,11,240,Toronto Raptors
.442,.167,16,7,7,8,25,.594,88,7,240,Boston Celtics
.368,.313,9,6,6,18,26,.667,87,4,240,Indiana Pacers
.357,.222,15,14,3,19,30,.581,84,9,240,Denver Nuggets
.474,.368,24,13,7,9,30,.750,91,8,240,Golden State Warriors
.434,.304,17,21,7,11,34,.889,95,7,240,Oklahoma City Thunder
.395,.227,16,14,4,10,26,.679,84,5,240,Washington Wizards
.384,.389,18,13,10,16,24,.889,89,9,240,Milwaukee Bucks
.447,.389,17,15,4,14,27,.467,90,8,240,Charlotte Bobcats
.514,.407,28,19,8,10,25,1.000,100,7,240,New Jersey Nets
.379,.222,15,9,5,8,27,.750,85,10,240,Sacramento Kings
.424,.333,27,14,2,11,28,.750,87,9,240,Philadelphia 76ers
.536,.353,23,20,6,5,33,.704,99,9,240,Phoenix Suns
.547,.273,29,15,3,6,29,.643,106,7,240,Toronto Raptors
.397,.200,15,7,7,6,31,.833,80,8,240,Boston Celtics
.467,.235,13,19,8,10,29,.875,88,3,240,New Jersey Nets
.380,.429,13,16,5,8,27,.611,71,6,240,Portland Trail Blazers
.395,.375,16,11,6,12,23,.677,87,8,240,Cleveland Cavaliers
.500,.364,25,12,6,8,32,.818,108,8,240,Sacramento Kings
.471,.500,20,12,4,8,18,.800,98,9,240,Houston Rockets
.456,.308,32,17,5,6,30,.692,99,13,240,Phoenix Suns
.494,.471,20,15,7,14,23,.667,102,10,240,Denver Nuggets
.413,.167,13,21,5,15,32,.655,85,9,240,New York Knicks
.348,.304,18,18,8,22,21,.857,87,8,240,Golden State Warriors
.367,.286,18,13,6,12,30,.765,85,7,240,Milwaukee Bucks
.337,.071,19,8,4,13,35,.842,75,13,240,Philadelphia 76ers
.417,.125,15,11,4,15,29,.679,91,10,240,Toronto Raptors
.452,.182,14,15,6,12,27,.846,100,7,240,Washington Wizards
.393,.231,17,12,5,18,32,.593,85,7,240,Chicago Bulls
.404,.308,22,14,0,13,40,.870,100,7,265,Los Angeles Clippers
.427,.462,18,13,3,11,20,.778,103,9,240,Golden State Warriors
.411,.259,24,9,4,4,23,.769,77,8,240,Atlanta Hawks
.376,.211,21,12,7,18,35,.720,92,6,240,Sacramento Kings
.444,.375,22,22,11,8,32,.733,81,6,240,Boston Celtics
.395,.357,16,12,8,15,26,.800,85,10,240,Utah Jazz
.373,.235,19,18,5,5,26,.591,73,6,240,Charlotte Bobcats
.365,.379,15,14,3,9,31,.520,78,3,240,Orlando Magic
.444,.273,14,8,6,14,34,.800,91,9,240,Philadelphia 76ers
.341,.217,16,10,2,16,27,.667,85,11,240,New Jersey Nets
.444,.364,24,19,3,14,27,.765,97,12,240,Dallas Mavericks
.485,.273,26,15,6,18,33,.778,118,7,265,Denver Nuggets
.449,.167,21,18,5,9,36,.680,90,7,240,Los Angeles Lakers
.405,.360,19,14,10,8,33,.476,79,8,240,Atlanta Hawks
.392,.292,17,16,6,5,39,.727,73,5,240,Boston Celtics
.364,.222,23,15,8,16,34,.958,101,7,265,Minnesota Timberwolves
.429,.423,14,17,2,17,29,.741,97,6,240,Los Angeles Clippers
.481,.231,17,13,3,11,27,.778,93,6,240,Memphis Grizzlies
.410,.522,24,16,5,10,27,.727,92,10,240,Portland Trail Blazers
.407,.227,17,12,5,21,23,.846,90,9,240,Milwaukee Bucks
.400,.238,23,16,6,11,31,.731,92,9,240,New York Knicks
.363,.500,17,16,4,16,31,.870,93,8,240,New Orleans Hornets
.429,.250,16,16,6,11,33,.579,88,7,240,Washington Wizards
.476,.375,17,15,5,9,32,.826,102,8,240,Utah Jazz
.389,.412,22,11,8,16,28,.792,100,9,240,Detroit Pistons
.532,.429,26,15,5,7,31,.652,108,3,265,New Orleans Hornets
.365,.533,19,12,11,8,28,.750,76,6,240,Philadelphia 76ers
.449,.481,24,15,5,15,26,.789,108,5,240,Sacramento Kings
.381,.400,13,13,2,11,22,.781,97,6,240,San Antonio Spurs
.352,.421,23,11,13,20,26,.783,88,3,240,Charlotte Bobcats
.420,.154,20,8,6,12,17,.789,91,11,240,Milwaukee Bucks
.318,.222,20,11,5,22,26,.649,84,6,240,Cleveland Cavaliers
.400,.250,22,12,3,21,29,.688,91,10,240,Dallas Mavericks
.402,.000,12,13,5,10,30,.778,87,10,240,Philadelphia 76ers
.402,.261,21,12,3,14,30,.742,95,6,240,Denver Nuggets
.459,.143,25,9,4,14,27,.792,98,15,240,Utah Jazz
.469,.375,16,12,2,9,28,.667,91,9,240,New Jersey Nets
.395,.276,16,24,2,12,28,.556,82,14,240,Atlanta Hawks
.486,.389,24,18,7,3,29,.853,104,5,240,Boston Celtics
.478,.211,23,10,4,20,31,.700,104,5,240,Phoenix Suns
.417,.167,16,10,7,14,23,.778,93,7,240,Detroit Pistons
.488,.391,22,18,6,12,32,.593,107,8,240,Washington Wizards
.378,.219,19,13,8,10,30,.692,78,12,240,Orlando Magic
.446,.368,25,11,4,9,32,.857,99,5,240,Denver Nuggets
.392,.412,14,19,3,14,27,.864,88,9,240,New York Knicks
.385,.308,16,12,2,8,33,.913,85,5,240,Los Angeles Lakers
.404,.444,22,14,7,13,34,.864,95,8,240,New Orleans Hornets
.397,.235,18,14,5,11,30,.680,83,12,240,Cleveland Cavaliers
.360,.320,19,13,7,17,32,.714,92,13,240,Dallas Mavericks
.316,.200,14,22,0,15,27,.800,68,5,240,Detroit Pistons
.467,.118,18,15,5,9,38,.722,85,7,240,Toronto Raptors
.341,.136,15,15,9,19,26,.708,78,8,240,Golden State Warriors
.471,.182,20,8,5,12,30,.682,97,6,240,Los Angeles Clippers
.483,.542,24,15,6,13,30,1.000,118,5,240,Washington Wizards
.471,.385,27,16,4,13,30,.500,96,13,240,Utah Jazz
.337,.222,17,9,7,18,32,.615,82,5,240,Atlanta Hawks
.406,.267,25,12,4,16,33,.875,96,5,240,Milwaukee Bucks
.437,.375,23,13,10,11,25,.909,95,6,240,Portland Trail Blazers
.439,.333,24,11,4,11,26,.655,94,7,240,Charlotte Bobcats
.393,.263,22,13,1,12,32,.556,85,7,240,Minnesota Timberwolves
.443,.174,16,18,5,8,26,.786,85,8,240,Dallas Mavericks
.375,.188,22,10,4,14,35,.778,84,3,240,New Orleans Hornets
.463,.450,21,17,4,15,28,.667,103,2,240,Cleveland Cavaliers
.411,.235,22,11,3,13,26,.833,88,11,240,Philadelphia 76ers
.430,.400,20,14,5,10,32,.583,89,8,240,San Antonio Spurs
.390,.261,20,15,6,10,24,.813,83,9,240,Houston Rockets
.411,.375,15,10,5,12,24,.789,95,10,240,Washington Wizards
.476,.360,24,11,2,10,28,.684,102,6,240,Orlando Magic
.395,.077,14,11,6,16,21,.813,95,12,240,Minnesota Timberwolves
.474,.313,21,16,6,8,28,.842,93,6,240,Portland Trail Blazers
.468,.450,14,18,9,10,30,.739,100,3,240,Sacramento Kings
.376,.333,19,16,0,10,33,.857,94,11,240,Milwaukee Bucks
.447,.263,19,20,2,6,33,.750,94,10,240,New Jersey Nets
.438,.409,22,14,5,10,23,.750,91,7,240,Cleveland Cavaliers
.474,.345,18,14,9,10,25,.793,105,1,240,Houston Rockets
.437,.360,23,5,4,13,27,.889,107,11,240,Sacramento Kings
.446,.379,25,12,5,9,25,.700,92,9,240,Dallas Mavericks
.402,.278,18,9,5,7,32,.857,83,6,240,Golden State Warriors
.368,.375,13,10,5,13,33,.889,78,8,240,Los Angeles Clippers
.373,.188,21,17,6,10,27,.700,72,8,240,Charlotte Bobcats
.528,.375,25,16,6,4,32,.850,99,4,240,Toronto Raptors
.493,.471,17,11,8,8,24,.727,98,9,240,Miami Heat
.411,.261,11,21,10,10,30,.828,90,7,240,Oklahoma City Thunder
.447,.250,13,14,1,12,27,.762,96,10,240,Utah Jazz
.382,.222,15,17,3,14,24,.793,83,6,240,Detroit Pistons
.407,.333,22,13,5,14,29,.667,84,3,240,New Orleans Hornets
.468,.375,21,20,3,10,23,.667,98,10,240,Milwaukee Bucks
.482,.385,15,11,5,12,27,.714,110,9,240,Portland Trail Blazers
.446,.381,18,14,4,11,32,.615,98,9,240,Cleveland Cavaliers
.436,.444,23,22,5,15,35,.808,111,8,265,New York Knicks
.388,.143,21,9,5,13,26,.949,101,8,240,Charlotte Bobcats
.430,.500,19,12,3,12,31,.792,103,9,265,Houston Rockets
.375,.292,22,12,5,18,17,.667,83,10,240,Miami Heat
.392,.091,26,5,4,18,32,.824,91,5,240,Philadelphia 76ers
.384,.154,16,9,4,16,33,.714,88,7,240,Sacramento Kings
.444,.370,22,14,6,5,35,.741,94,6,240,San Antonio Spurs
.363,.211,17,12,3,10,31,.684,75,6,240,Golden State Warriors
.342,.188,18,7,7,7,25,.682,72,11,240,Indiana Pacers
.457,.391,20,10,4,7,23,.630,100,7,240,Cleveland Cavaliers
.459,.444,28,18,7,14,35,.667,116,8,265,Sacramento Kings
.372,.368,17,12,7,20,33,.696,93,6,240,Philadelphia 76ers
.405,.217,15,8,3,16,36,.656,94,6,240,Los Angeles Clippers
.429,.429,19,12,5,9,27,1.000,91,12,240,Dallas Mavericks
.414,.333,14,14,3,8,29,.591,74,6,240,New Orleans Hornets
.405,.400,22,13,3,10,32,.800,88,8,240,Toronto Raptors
.424,.364,25,14,4,19,28,.556,100,11,240,Washington Wizards
.386,.263,18,18,2,14,43,.793,92,8,265,Houston Rockets
.388,.371,18,18,5,14,27,.529,84,4,240,Orlando Magic
.381,.261,20,16,2,14,37,.652,85,9,240,New York Knicks
.420,.136,22,13,8,13,38,.824,85,4,265,Los Angeles Lakers
.443,.333,13,12,5,9,28,.725,96,9,240,Indiana Pacers
.373,.364,14,13,3,10,19,.667,78,13,240,New Jersey Nets
.471,.429,24,16,9,9,25,.703,93,6,240,Charlotte Bobcats
.432,.200,23,17,5,10,36,.781,99,7,240,Denver Nuggets
.443,.444,23,15,4,11,28,.609,92,2,240,Golden State Warriors
.461,.348,14,21,2,9,27,.889,86,9,240,Atlanta Hawks
.477,.333,29,10,4,16,19,.789,104,12,240,Milwaukee Bucks
.473,.130,27,9,4,12,25,.750,94,7,240,Portland Trail Blazers
.461,.500,17,16,3,9,29,.704,100,10,240,Los Angeles Clippers
.452,.158,28,18,7,16,32,.735,104,4,240,Phoenix Suns
.350,.000,16,11,8,8,27,.833,71,6,240,Boston Celtics
.545,.333,23,20,2,11,30,.917,98,8,240,New Orleans Hornets
.427,.357,22,10,2,12,25,.765,105,12,240,New York Knicks
.414,.273,15,17,3,12,22,.841,98,4,240,Houston Rockets
.395,.381,21,13,6,9,33,.784,101,9,240,Los Angeles Lakers
.407,.227,25,7,4,15,25,.731,94,10,240,Chicago Bulls
.437,.364,19,10,4,8,30,.769,94,5,240,Dallas Mavericks
.431,.400,12,28,7,16,37,.783,86,4,240,Portland Trail Blazers
.349,.182,17,8,7,13,30,.571,74,8,240,Charlotte Bobcats
.458,.364,23,11,2,9,22,.844,97,7,240,New Orleans Hornets
.425,.421,19,8,5,9,15,.682,85,15,240,Atlanta Hawks
.554,.412,29,17,5,9,26,.714,114,11,240,New York Knicks
.457,.400,19,13,5,10,24,.769,102,9,240,Minnesota Timberwolves
.487,.250,20,17,13,8,32,.588,90,5,240,Oklahoma City Thunder
.405,.273,15,11,7,14,28,.833,91,8,240,Utah Jazz
.453,.273,21,17,6,17,27,.722,97,7,240,Dallas Mavericks
.487,.400,22,11,3,9,26,.625,108,4,240,San Antonio Spurs
.471,.000,24,13,4,14,17,.773,97,9,240,Utah Jazz
.397,.238,16,14,2,7,26,.920,86,7,240,Toronto Raptors
.373,.435,20,21,3,8,31,.808,87,7,240,Dallas Mavericks
.375,.412,17,13,4,17,23,.720,91,9,265,Indiana Pacers
.413,.217,19,17,4,16,31,.720,89,5,240,Minnesota Timberwolves
.531,.375,21,8,3,11,23,.786,106,3,240,New Jersey Nets
.409,.500,24,11,2,15,22,.842,95,8,240,Charlotte Bobcats
.419,.357,27,8,3,9,27,.737,91,10,240,Memphis Grizzlies
.476,.313,17,8,1,12,27,.640,99,3,240,Washington Wizards
.512,.471,25,13,6,9,30,.647,107,5,240,Houston Rockets
.405,.444,22,23,4,17,30,.767,91,13,240,Denver Nuggets
.430,.316,21,12,7,16,26,.543,93,11,240,Los Angeles Clippers
.470,.353,33,12,8,9,25,.833,94,11,240,Boston Celtics
.413,.412,16,16,4,11,31,.808,94,8,240,New York Knicks
.476,.083,15,11,2,9,27,.833,94,8,240,Indiana Pacers
.463,.345,19,16,5,9,27,.765,99,10,240,Sacramento Kings
.465,.308,23,13,1,13,30,.789,99,7,240,Toronto Raptors
.463,.273,21,13,13,9,29,.710,99,7,240,New York Knicks
.373,.217,16,16,2,20,25,.857,85,10,240,Los Angeles Clippers
.487,.235,14,15,4,5,34,.724,99,8,240,New Jersey Nets
.385,.417,23,17,6,9,28,.857,71,9,240,New Orleans Hornets
.517,.429,24,7,7,10,27,.793,124,7,240,Phoenix Suns
.448,.471,21,10,5,12,29,.786,97,6,240,Washington Wizards
.479,.250,18,12,5,5,24,.679,90,7,240,Detroit Pistons
.382,.200,20,7,3,8,26,.818,88,7,240,Cleveland Cavaliers
.438,.167,18,10,3,10,29,.684,98,7,240,Washington Wizards
.467,.483,30,12,2,11,28,.895,117,7,265,Atlanta Hawks
.313,.227,5,15,4,6,32,.789,75,5,240,Portland Trail Blazers
.448,.105,26,8,2,14,33,1.000,111,15,290,Memphis Grizzlies
.464,.348,22,14,4,15,32,.773,103,4,240,Oklahoma City Thunder
.440,.348,21,16,6,8,28,.909,98,15,265,Miami Heat
.402,.368,11,13,3,10,34,.762,89,4,240,Sacramento Kings
.447,.500,17,10,5,11,23,.870,102,8,240,Miami Heat
.526,.238,25,17,3,8,25,.842,103,11,240,Golden State Warriors
.407,.333,25,13,7,4,26,.895,87,12,240,Charlotte Bobcats
.526,.462,25,9,6,5,21,.800,94,6,240,Philadelphia 76ers
.426,.320,21,15,2,7,27,.800,82,5,240,Atlanta Hawks
.447,.458,21,14,3,11,23,.720,105,12,240,Cleveland Cavaliers
.383,.100,22,12,5,12,25,.840,84,7,240,Toronto Raptors
.518,.300,25,15,7,5,29,.769,101,8,265,New Orleans Hornets
.373,.294,11,23,4,16,22,.783,79,14,240,Portland Trail Blazers
.522,.385,22,12,3,10,32,.706,111,8,240,Utah Jazz
.517,.263,25,13,4,13,24,.708,112,8,240,Sacramento Kings
.523,.407,20,6,7,8,30,.625,111,3,240,Orlando Magic
.417,.381,21,12,2,9,32,.900,96,8,240,Charlotte Bobcats
.436,.227,21,16,2,10,33,.680,90,6,240,Denver Nuggets
.459,.250,25,10,5,15,28,.417,87,5,240,Los Angeles Clippers
.453,.286,22,12,3,8,23,.895,89,8,240,New Orleans Hornets
.434,.333,22,17,5,9,38,.727,105,8,265,Minnesota Timberwolves
.487,.455,19,20,6,9,30,.778,88,5,240,Washington Wizards
.424,.296,21,9,4,18,27,.818,89,3,240,Chicago Bulls
.443,.455,23,12,3,7,28,.900,98,6,240,Golden State Warriors
.402,.182,21,12,2,18,37,.700,92,7,240,Minnesota Timberwolves
.451,.313,19,18,9,15,30,.608,110,12,265,Memphis Grizzlies
.395,.421,17,17,2,9,30,.824,100,4,240,Indiana Pacers
.443,.360,17,16,10,11,26,.900,105,7,240,Oklahoma City Thunder
.337,.300,16,13,0,12,27,.800,70,13,240,New Jersey Nets
.355,.278,20,14,8,17,37,.500,78,12,240,Philadelphia 76ers
.513,.533,23,15,3,8,24,.722,101,6,240,Detroit Pistons
.450,.316,25,17,6,5,23,.810,95,7,240,Boston Celtics
.521,.444,20,24,6,10,25,.792,103,12,240,Toronto Raptors
.418,.231,16,12,1,9,30,.733,80,8,240,Philadelphia 76ers
.494,.458,24,11,3,5,30,.556,99,4,240,San Antonio Spurs
.474,.200,27,16,7,4,23,.941,91,7,240,Boston Celtics
.405,.211,16,15,6,13,29,.741,88,3,240,Indiana Pacers
.486,.300,25,16,1,6,29,.833,91,7,240,Houston Rockets
.419,.435,23,13,7,14,25,.857,94,7,240,New Jersey Nets
.413,.240,14,12,7,3,37,.800,92,9,265,Golden State Warriors
.393,.250,21,14,4,14,29,.800,87,4,240,Cleveland Cavaliers
.383,.125,16,17,8,13,34,.826,83,3,265,Detroit Pistons
.452,.154,24,24,6,7,38,.775,99,6,240,Los Angeles Lakers
.474,.333,16,20,11,9,31,.632,92,11,240,Washington Wizards
.395,.360,18,18,2,9,27,.571,81,9,240,Orlando Magic
.464,.381,15,12,3,11,24,.643,95,8,240,Portland Trail Blazers
.427,.091,19,16,2,15,33,.682,86,6,240,Houston Rockets
.413,.240,18,21,5,17,34,1.000,99,5,240,Minnesota Timberwolves
.387,.333,15,17,2,9,36,.684,76,5,240,Atlanta Hawks
.387,.250,23,8,7,9,22,.714,80,7,240,Charlotte Bobcats
.434,.286,26,13,1,5,30,.850,95,6,240,Denver Nuggets
.425,.385,22,8,5,6,27,.750,93,9,240,Golden State Warriors
.420,.261,15,12,6,10,27,.839,100,6,240,New Jersey Nets
.353,.200,9,18,5,10,28,.389,59,9,240,Orlando Magic
.506,.375,18,14,5,9,22,.875,104,7,240,Los Angeles Lakers
.435,.273,14,8,7,15,22,.450,89,6,240,Los Angeles Clippers
.450,.400,21,19,8,14,27,.708,95,6,240,Phoenix Suns
.478,.154,15,17,3,4,26,.864,87,4,240,Toronto Raptors
.354,.292,14,20,2,17,27,.846,87,7,240,Portland Trail Blazers
.478,.250,24,14,2,11,26,.800,110,6,240,Memphis Grizzlies
.423,.421,15,20,6,15,26,.733,90,6,240,Oklahoma City Thunder
.462,.316,23,19,3,11,43,.727,102,5,265,Cleveland Cavaliers
.427,.308,15,7,2,7,22,.682,93,13,240,Dallas Mavericks
.506,.778,26,11,5,7,23,.700,115,13,240,Detroit Pistons
.369,.300,15,14,2,16,29,.778,89,9,240,New Jersey Nets
.494,.333,31,16,9,10,37,.786,92,5,240,New Orleans Hornets
.367,.462,19,12,2,10,21,.778,91,11,240,Los Angeles Clippers
.481,.333,16,17,3,11,29,.684,93,10,240,Phoenix Suns
.387,.471,20,11,10,10,29,.722,79,7,240,Philadelphia 76ers
.443,.318,20,14,4,9,32,.750,100,8,240,Minnesota Timberwolves
.412,.125,23,9,3,9,32,1.000,82,10,240,Toronto Raptors
.415,.375,21,16,6,8,24,.900,83,5,240,Golden State Warriors
.400,.200,23,15,7,11,38,.800,91,6,240,Milwaukee Bucks
.389,.185,18,10,0,22,20,.625,90,11,240,Los Angeles Clippers
.457,.375,22,13,2,13,28,.696,93,9,240,Memphis Grizzlies
.406,.267,28,13,6,26,29,.571,102,10,240,Sacramento Kings
.423,.278,19,14,3,5,30,.783,83,10,240,Washington Wizards
.400,.240,17,11,4,12,33,.667,84,3,240,New Jersey Nets
.405,.125,19,11,6,11,26,.885,92,6,240,Charlotte Bobcats
.387,.400,16,21,2,11,27,.529,73,10,240,Detroit Pistons
.519,.636,20,16,7,11,28,.909,111,4,240,Indiana Pacers
.439,.400,18,10,1,6,23,.842,96,9,240,Portland Trail Blazers
.490,.389,24,17,4,11,32,.778,140,6,290,Minnesota Timberwolves
.378,.222,10,14,2,16,26,.667,80,10,240,Cleveland Cavaliers
.486,.400,28,11,6,3,32,.769,86,2,240,Boston Celtics
.383,.423,13,10,7,4,30,.824,87,7,240,Dallas Mavericks
.376,.179,22,22,6,10,29,.556,79,8,240,New York Knicks
.462,.333,22,19,5,16,25,.750,102,8,240,Denver Nuggets
.448,.214,19,18,11,22,36,.800,101,4,265,Toronto Raptors
.473,.067,23,15,6,16,31,.778,108,4,240,Sacramento Kings
.385,.360,20,7,7,16,36,.889,99,5,265,Houston Rockets
.423,.600,26,16,4,14,23,.714,85,6,240,Memphis Grizzlies
.440,.476,30,12,3,12,25,.778,104,4,240,Milwaukee Bucks
.443,.214,21,16,3,8,33,.727,89,7,240,Charlotte Bobcats
.457,.200,21,16,5,11,34,.917,86,3,240,New Orleans Hornets
.368,.316,13,16,5,8,22,.773,79,12,240,Detroit Pistons
.447,.222,13,8,4,14,25,.857,92,6,240,Washington Wizards
.389,.286,28,9,8,23,41,.829,133,8,340,Utah Jazz
.345,.214,12,14,2,16,29,.684,76,7,240,Washington Wizards
.386,.250,17,22,0,13,27,.833,83,5,240,Cleveland Cavaliers
.425,.389,21,16,5,12,26,.900,96,9,240,Los Angeles Lakers
.506,.200,19,16,3,11,31,.682,100,4,240,Denver Nuggets
.465,.318,17,21,7,4,27,1.000,87,9,240,Miami Heat
.432,.318,18,14,5,6,38,.941,87,2,240,Golden State Warriors
.412,.111,18,21,4,12,35,.455,76,11,240,Philadelphia 76ers
.418,.333,25,11,8,7,26,.714,95,2,240,Charlotte Bobcats
.473,.650,24,15,11,5,27,.727,91,3,240,Chicago Bulls
.427,.278,17,17,5,18,27,.731,106,14,265,Sacramento Kings
.420,.400,11,17,7,9,24,.649,90,6,240,Miami Heat
.500,.182,23,27,5,9,29,.677,85,6,240,New Orleans Hornets
.358,.238,19,16,2,16,27,.600,84,9,240,New Jersey Nets
.365,.250,17,19,0,9,32,.667,80,12,240,Milwaukee Bucks
.473,.500,25,12,1,8,27,.833,101,4,240,Toronto Raptors
.410,.235,21,16,3,8,32,.643,77,9,240,Washington Wizards
.418,.286,17,11,1,4,35,.750,81,10,240,Houston Rockets
.429,.316,22,5,9,8,27,.944,101,4,240,Golden State Warriors
.388,.310,13,13,8,12,28,.846,86,7,240,Minnesota Timberwolves
.500,.304,27,21,1,13,29,.588,101,7,240,Atlanta Hawks
.400,.391,19,18,4,9,35,.714,85,6,240,Cleveland Cavaliers
.471,.368,14,8,4,8,30,.917,100,3,240,Phoenix Suns
.430,.438,15,12,4,10,20,.800,95,9,240,Portland Trail Blazers
.400,.294,20,11,6,8,28,.889,77,2,240,Atlanta Hawks
.390,.300,23,14,7,16,33,.625,82,8,240,Utah Jazz
.397,.231,22,9,2,6,32,.818,83,5,240,Charlotte Bobcats
.345,.294,20,15,9,17,31,.833,75,6,240,Cleveland Cavaliers
.446,.357,19,16,5,8,25,.733,87,4,240,Golden State Warriors
.375,.192,26,10,3,12,28,.656,86,2,240,Phoenix Suns
.455,.300,20,17,3,12,27,.615,84,6,240,Indiana Pacers
.449,.346,14,18,2,9,25,.577,86,7,240,Orlando Magic
.547,.381,24,16,6,7,27,.769,112,8,240,Sacramento Kings
.413,.250,18,10,3,12,31,.833,96,6,240,Denver Nuggets
.423,.318,17,17,10,15,30,.640,89,5,240,Washington Wizards
.417,.364,15,12,9,17,28,.826,93,3,240,Los Angeles Lakers
.423,.375,21,15,1,6,23,.769,85,7,240,Dallas Mavericks
.465,.538,12,14,5,10,24,.952,93,6,240,New Orleans Hornets
.443,.353,13,18,4,10,23,.667,90,11,240,New York Knicks
.367,.273,26,12,4,11,23,.909,88,11,240,Charlotte Bobcats
.369,.273,15,11,4,16,21,.857,71,8,240,Detroit Pistons
.400,.273,17,10,1,13,28,.526,84,2,240,Cleveland Cavaliers
.526,.467,26,17,3,6,26,.813,100,11,240,Golden State Warriors
.372,.067,10,7,5,23,22,.692,89,13,240,Memphis Grizzlies
.500,.421,24,13,1,12,24,.733,97,6,240,Portland Trail Blazers
.347,.250,15,20,1,14,31,.840,79,5,240,Minnesota Timberwolves
.449,.344,17,16,4,10,37,.607,98,7,240,Orlando Magic
.542,.357,27,16,4,9,21,.947,101,5,240,Toronto Raptors
.352,.231,19,15,7,27,35,.731,103,6,240,Utah Jazz
.366,.214,19,10,3,10,28,.765,76,5,240,Philadelphia 76ers
.465,.364,28,11,4,8,25,.864,107,10,265,Charlotte Bobcats
.455,.333,21,13,3,13,25,.710,96,4,240,Utah Jazz
.424,.200,21,8,2,14,33,.500,85,10,240,New Orleans Hornets
.415,.294,21,15,4,9,30,.786,95,12,240,Milwaukee Bucks
.389,.154,13,19,1,11,27,.630,75,7,240,Cleveland Cavaliers
.473,.286,20,10,2,7,28,.727,90,7,240,Atlanta Hawks
.433,.176,17,18,5,15,30,.783,99,12,240,Sacramento Kings
.532,.357,21,14,8,4,28,.778,103,7,240,Indiana Pacers
.348,.188,15,11,6,15,32,.412,72,4,240,Miami Heat
.436,.429,25,8,7,18,26,.500,102,8,265,Houston Rockets
.489,.524,31,5,5,8,21,.867,112,9,240,Golden State Warriors
.330,.333,17,12,2,18,30,.667,78,10,240,Chicago Bulls
.420,.250,15,10,3,18,23,.760,101,6,240,Orlando Magic
.416,.444,18,18,1,9,28,.778,75,11,240,New Orleans Hornets
.462,.238,16,8,4,8,28,.829,106,7,240,Minnesota Timberwolves
.479,.400,25,13,4,6,25,.800,92,2,240,Washington Wizards
.482,.294,25,19,7,18,29,.471,93,5,240,Chicago Bulls
.390,.217,14,12,4,8,30,.588,75,4,240,Dallas Mavericks
.452,.238,14,18,8,9,34,.708,88,6,240,Oklahoma City Thunder
.432,.545,24,16,6,12,28,.833,97,6,240,Portland Trail Blazers
.481,.524,23,11,4,11,24,.731,108,6,240,Minnesota Timberwolves
.444,.389,22,17,2,9,26,.950,98,8,240,Washington Wizards
