twoperc,threeperc,assists,turno,blocks,orebounds,drebounds,ftPerc,points,steals,minutes,nameteam,gameid
.453,.261,23,12,8,8,29,.892,107,11,240,San Antonio Spurs,52f2f69d90a4948418328880
.549,.200,29,15,1,9,33,.750,111,7,240,Toronto Raptors,52f2f69e90a4948418328881
.526,.316,25,13,4,3,34,.636,93,11,240,Dallas Mavericks,52f2f69f90a4948418328882
.417,.167,15,17,9,12,31,.808,83,7,240,Washington Wizards,52f2f69f90a4948418328883
.500,.421,24,19,8,15,34,.708,119,10,265,Chicago Bulls,52f2f6a090a4948418328884
.472,.375,15,9,9,6,37,.783,89,7,240,Miami Heat,52f2f6a190a4948418328885
.468,.125,13,10,4,12,42,.535,96,9,240,Milwaukee Bucks,52f2f6a190a4948418328886
.593,.692,30,17,8,6,40,.833,129,4,240,Minnesota Timberwolves,52f2f6a290a4948418328887
.519,.524,23,11,6,10,28,.842,109,5,240,Philadelphia 76ers,52f2f6a390a4948418328888
.500,.294,23,11,6,6,30,.828,105,4,240,Dallas Mavericks,52f2f6a490a4948418328889
.453,.250,23,14,5,14,28,.758,108,9,240,Denver Nuggets,52f2f6a490a494841832888a
.469,.450,23,15,7,14,30,.810,102,6,240,Detroit Pistons,52f2f6a590a494841832888b
.506,.200,24,13,4,8,41,.655,100,8,240,Boston Celtics,52f2f6a690a494841832888c
.435,.250,25,16,7,18,29,.925,114,10,240,Oklahoma City Thunder,52f2f6a690a494841832888d
.580,.381,30,14,2,14,29,.657,125,8,240,Phoenix Suns,52f2f6a790a494841832888e
.397,.538,16,15,1,17,30,.861,100,10,240,Portland Trail Blazers,52f2f6a890a494841832888f
.586,.500,29,16,4,7,31,.696,109,10,240,San Antonio Spurs,52f2f6a990a4948418328890
.489,.444,22,11,2,13,29,.857,116,10,240,New York Knicks,52f2f6a990a4948418328891
.483,.455,25,15,3,16,36,.588,99,6,240,Chicago Bulls,52f2f6aa90a4948418328892
.553,.500,33,17,8,9,38,.850,124,10,240,Indiana Pacers,52f2f6ab90a4948418328893
.444,.389,23,12,6,12,31,.826,98,5,240,Los Angeles Clippers,52f2f6ab90a4948418328894
.486,.625,20,18,3,11,37,.722,88,2,240,Miami Heat,52f2f6ac90a4948418328895
.529,.433,25,10,6,9,23,.783,121,9,240,New York Knicks,52f2f6ad90a4948418328896
.388,.357,17,11,7,10,32,.750,80,6,240,Atlanta Hawks,52f2f6ad90a4948418328897
.420,.364,18,12,10,10,28,.900,94,9,240,Utah Jazz,52f2f6bf90a4948418328898
.603,.375,34,11,2,10,29,.571,116,8,240,Atlanta Hawks,52f2f6bf90a4948418328899
.500,.450,22,18,5,8,29,.650,100,8,240,Charlotte Bobcats,52f2f6c090a494841832889a
.448,.350,22,16,10,16,29,.741,105,12,240,Dallas Mavericks,52f2f6c190a494841832889b
.458,.500,20,15,5,9,26,.774,97,10,240,Houston Rockets,52f2f6c190a494841832889c
.449,.280,26,11,7,22,23,.800,115,12,240,Los Angeles Lakers,52f2f6c290a494841832889d
.519,.348,22,7,5,9,35,.833,117,9,240,Philadelphia 76ers,52f2f6c390a494841832889e
.446,.333,24,11,6,5,27,.970,106,6,240,Portland Trail Blazers,52f2f6c490a494841832889f
.559,.267,26,19,10,4,38,.694,105,8,240,Boston Celtics,52f2f6c490a49484183288a0
.449,.375,24,16,4,10,34,.600,88,11,240,Chicago Bulls,52f2f6c590a49484183288a1
.425,.368,23,17,2,6,33,.632,87,10,240,Los Angeles Lakers,52f2f6c690a49484183288a2
.360,.231,19,10,10,19,31,.800,97,4,240,Milwaukee Bucks,52f2f6c790a49484183288a3
.519,.353,27,15,12,3,39,.926,111,7,240,Oklahoma City Thunder,52f2f6c790a49484183288a4
.500,.429,29,10,5,4,36,.619,93,7,240,New Orleans Hornets,52f2f6c890a49484183288a5
.483,.381,19,15,5,12,36,.864,113,4,240,New York Knicks,52f2f6c990a49484183288a6
.494,.286,23,15,4,14,33,.818,104,7,265,Memphis Grizzlies,52f2f6ca90a49484183288a7
.542,.471,27,19,4,16,32,.750,116,15,240,Sacramento Kings,52f2f6ca90a49484183288a8
.512,.462,31,11,5,10,31,.722,111,10,240,San Antonio Spurs,52f2f6cb90a49484183288a9
.513,.450,22,15,1,15,27,.800,111,8,240,Miami Heat,52f2f6cc90a49484183288aa
.547,.250,31,15,4,5,33,.842,102,11,240,Dallas Mavericks,52f2f6cd90a49484183288ab
.559,.583,22,15,6,5,28,.905,102,8,240,Boston Celtics,52f2f6cd90a49484183288ac
.444,.333,19,11,1,13,34,.714,97,10,240,Portland Trail Blazers,52f2f6ce90a49484183288ad
.413,.471,19,20,2,11,30,.824,88,9,240,Chicago Bulls,52f2f6cf90a49484183288ae
.526,.643,33,16,7,15,35,.714,106,8,240,Miami Heat,52f2f6d090a49484183288af
.442,.419,25,15,9,8,32,.611,100,9,240,Indiana Pacers,52f2f6d090a49484183288b0
.481,.500,17,16,10,11,37,.680,97,7,240,Milwaukee Bucks,52f2f6d190a49484183288b1
.519,.438,21,15,11,13,29,.818,109,7,240,Minnesota Timberwolves,52f2f6d290a49484183288b2
.500,.308,18,20,7,7,27,.885,97,7,240,Oklahoma City Thunder,52f2f6d290a49484183288b3
.493,.294,21,13,3,7,29,.813,101,8,240,Portland Trail Blazers,52f2f6d390a49484183288b4
.532,.476,20,14,5,9,30,.640,108,9,240,San Antonio Spurs,52f2f6d490a49484183288b5
.566,.462,27,22,3,8,30,.893,123,5,240,Denver Nuggets,52f2f6d490a49484183288b6
.539,.625,30,7,7,4,30,.781,117,11,240,Utah Jazz,52f2f6d590a49484183288b7
.453,.389,19,20,6,8,33,.867,101,9,240,New York Knicks,52f2f6d690a49484183288b8
.452,.333,25,15,7,9,39,.794,97,8,240,Atlanta Hawks,52f2f6d790a49484183288b9
.437,.381,21,18,10,11,37,.821,93,15,240,Boston Celtics,52f2f6d790a49484183288ba
.477,.588,28,15,11,17,36,.778,113,11,240,Chicago Bulls,52f2f6d890a49484183288bb
.500,.538,24,18,5,8,32,.821,103,7,240,Dallas Mavericks,52f2f6d990a49484183288bc
.629,.643,22,18,9,4,28,.793,120,9,240,Toronto Raptors,52f2f6da90a49484183288bd
.488,.462,20,15,5,10,38,.870,110,4,240,Houston Rockets,52f2f6da90a49484183288be
.418,.364,20,17,3,9,22,.778,84,16,240,Memphis Grizzlies,52f2f6db90a49484183288bf
.519,.500,22,14,8,11,45,.625,104,7,240,Miami Heat,52f2f6dc90a49484183288c0
.480,.261,17,9,2,11,43,.615,94,3,240,Orlando Magic,52f2f6dd90a49484183288c1
.415,.438,20,13,7,9,33,.828,99,10,240,Los Angeles Lakers,52f2f6dd90a49484183288c2
.523,.433,30,6,7,8,25,.923,129,6,240,New York Knicks,52f2f6de90a49484183288c3
.532,.368,25,12,5,9,35,.708,106,12,240,Oklahoma City Thunder,52f2f6df90a49484183288c4
.429,.412,24,14,4,6,43,.682,88,5,240,Philadelphia 76ers,52f2f6e090a49484183288c5
.432,.529,20,14,5,15,32,.846,95,9,240,San Antonio Spurs,52f2f6e090a49484183288c6
.468,.444,28,13,5,9,39,.500,92,9,240,Chicago Bulls,52f2f6e190a49484183288c7
.476,.692,23,11,3,11,29,.700,103,7,240,Milwaukee Bucks,52f2f6e290a49484183288c8
.383,.429,15,14,5,17,33,.692,86,11,240,Memphis Grizzlies,52f2f6e290a49484183288c9
.443,.286,17,6,9,8,28,.789,96,6,240,Miami Heat,52f2f6e390a49484183288ca
.494,.353,26,16,8,10,30,.828,108,12,240,Utah Jazz,52f2f6e490a49484183288cb
.520,.167,24,15,13,11,32,.621,97,11,240,Charlotte Bobcats,52f2f6e590a49484183288cc
.538,.423,24,14,2,7,33,.737,111,5,240,Denver Nuggets,52f2f6e590a49484183288cd
.474,.455,26,12,6,10,33,.905,103,9,240,Detroit Pistons,52f2f6e690a49484183288ce
.506,.500,21,17,3,12,31,.613,108,9,240,Golden State Warriors,52f2f6e790a49484183288cf
.500,.435,31,11,4,14,28,.762,118,11,240,Houston Rockets,52f2f6e890a49484183288d0
.405,.375,20,12,4,5,31,.842,82,3,240,Philadelphia 76ers,52f2f6e890a49484183288d1
.453,.286,23,10,3,12,33,.725,103,7,240,Los Angeles Lakers,52f2f6e990a49484183288d2
.541,.188,20,11,4,5,31,.952,103,7,240,Dallas Mavericks,52f2f6ea90a49484183288d3
.512,.471,25,8,5,12,39,.708,109,2,240,Los Angeles Lakers,52f2f6eb90a49484183288d4
.524,.267,30,11,6,6,33,.793,113,12,240,Memphis Grizzlies,52f2f6eb90a49484183288d5
.457,.435,17,13,8,9,36,.659,101,4,240,Miami Heat,52f2f6ec90a49484183288d6
.436,.364,25,11,6,13,30,.733,94,5,240,New Orleans Hornets,52f2f6ed90a49484183288d7
.523,.500,26,13,2,11,28,1.000,118,11,240,Boston Celtics,52f2f6ed90a49484183288d8
.577,.636,25,16,2,8,33,.966,117,7,240,Oklahoma City Thunder,52f2f6ee90a49484183288d9
.440,.353,22,3,9,16,25,.826,105,7,240,Philadelphia 76ers,52f2f6ef90a49484183288da
.506,.556,32,16,2,14,32,.758,128,7,240,Phoenix Suns,52f2f6f090a49484183288db
.522,.375,24,17,10,3,36,.680,92,5,240,San Antonio Spurs,52f2f6f090a49484183288dc
.531,.389,28,14,8,14,33,.708,110,7,240,Chicago Bulls,52f2f6f190a49484183288dd
.530,.333,28,12,1,9,24,.727,102,12,240,Boston Celtics,52f2f6f290a49484183288de
.518,.346,26,9,7,8,34,.720,113,4,240,San Antonio Spurs,52f2f6f290a49484183288df
.405,.250,15,20,7,17,35,.745,97,5,240,New Jersey Nets,52f2f6f390a49484183288e0
.462,.240,24,14,8,11,31,.923,90,4,240,Atlanta Hawks,52f2f6f490a49484183288e1
.453,.444,27,9,4,11,43,.645,106,9,240,Dallas Mavericks,52f2f6f590a49484183288e2
.568,.526,31,17,3,12,33,.538,109,9,240,Los Angeles Clippers,52f2f6f590a49484183288e3
.481,.455,27,20,12,9,38,.833,103,7,240,Houston Rockets,52f2f6f690a49484183288e4
.469,.409,20,17,11,7,42,.742,108,5,240,Indiana Pacers,52f2f6f790a49484183288e5
.507,.313,23,16,7,13,40,.864,100,6,240,New Orleans Hornets,52f2f6f890a49484183288e6
.549,.556,19,18,9,8,37,.722,113,10,240,Miami Heat,52f2f6f890a49484183288e7
.481,.200,23,13,8,14,29,.636,102,8,240,Oklahoma City Thunder,52f2f6fb90a49484183288e8
.418,.200,22,14,2,9,38,.857,93,8,240,Los Angeles Lakers,52f2f6fb90a49484183288e9
.506,.333,23,17,11,12,25,.842,107,12,240,Portland Trail Blazers,52f2f6fc90a49484183288ea
.465,.389,26,9,4,11,32,.688,98,4,240,Toronto Raptors,52f2f6fd90a49484183288eb
.507,.471,20,14,4,9,29,.600,100,6,240,Los Angeles Clippers,52f2f6fe90a49484183288ec
.412,.370,28,13,7,13,43,.750,109,8,265,Cleveland Cavaliers,52f2f6fe90a49484183288ed
.453,.370,25,12,4,7,28,.818,115,7,240,Denver Nuggets,52f2f6ff90a49484183288ee
.422,.467,25,9,7,14,32,.692,95,8,240,Utah Jazz,52f2f70090a49484183288ef
.442,.273,18,12,6,7,32,.839,97,11,240,Philadelphia 76ers,52f2f70090a49484183288f0
.487,.400,24,13,0,11,29,.636,96,10,240,Portland Trail Blazers,52f2f70190a49484183288f1
.512,.435,31,14,6,9,32,.737,112,8,265,San Antonio Spurs,52f2f70290a49484183288f2
.431,.364,18,17,9,8,36,.781,95,8,240,Miami Heat,52f2f70390a49484183288f3
.539,.214,23,18,4,4,41,.778,99,9,240,Boston Celtics,52f2f70390a49484183288f4
.530,.435,26,17,7,7,30,.565,111,8,265,Detroit Pistons,52f2f70490a49484183288f5
.417,.308,19,16,2,10,36,.789,89,6,240,New Jersey Nets,52f2f70590a49484183288f6
.575,.333,23,19,3,7,30,.833,113,5,240,Phoenix Suns,52f2f70690a49484183288f7
.446,.440,28,20,11,16,34,.773,102,5,240,Houston Rockets,52f2f70690a49484183288f8
.519,.368,20,17,4,14,32,.795,120,9,240,Los Angeles Lakers,52f2f70790a49484183288f9
.413,.333,23,15,6,13,38,.655,91,3,240,Atlanta Hawks,52f2f70890a49484183288fa
.476,.435,28,10,3,13,31,.813,101,3,240,Utah Jazz,52f2f70890a49484183288fb
.500,.458,31,16,2,17,28,.765,121,7,240,Houston Rockets,52f2f70990a49484183288fc
.425,.478,22,14,11,8,31,.789,94,8,240,Indiana Pacers,52f2f70a90a49484183288fd
.518,.304,31,12,4,14,42,.606,113,9,240,Los Angeles Clippers,52f2f70b90a49484183288fe
.446,.381,19,13,1,10,38,.857,98,6,240,Dallas Mavericks,52f2f70b90a49484183288ff
.500,.364,27,10,6,14,29,.800,106,5,240,Portland Trail Blazers,52f2f70c90a4948418328900
.483,.276,27,11,7,17,26,.800,118,9,240,San Antonio Spurs,52f2f70d90a4948418328901
.521,.438,22,14,7,6,25,.833,108,10,240,Washington Wizards,52f2f70e90a4948418328902
.437,.438,17,12,3,10,34,.833,99,9,240,Oklahoma City Thunder,52f2f70e90a4948418328903
.645,.545,32,12,9,4,36,.810,121,11,240,Chicago Bulls,52f2f70f90a4948418328904
.507,.571,19,16,4,13,26,.889,98,8,240,Milwaukee Bucks,52f2f71090a4948418328905
.526,.308,15,14,3,7,42,.739,101,3,240,New Jersey Nets,52f2f71090a4948418328906
.500,.462,28,13,0,4,34,.810,105,5,240,Dallas Mavericks,52f2f71190a4948418328907
.472,.400,24,19,8,10,38,.697,117,12,265,Golden State Warriors,52f2f71290a4948418328908
.506,.364,29,6,2,9,31,.600,98,5,240,Atlanta Hawks,52f2f71390a4948418328909
.388,.300,19,10,4,12,31,.762,84,8,240,Boston Celtics,52f2f71390a494841832890a
.427,.310,28,18,7,10,35,.783,97,10,240,Houston Rockets,52f2f71490a494841832890b
.493,.100,25,16,11,11,34,.841,112,14,240,Utah Jazz,52f2f71590a494841832890c
.539,.500,27,13,6,15,33,.714,105,4,240,New Orleans Hornets,52f2f71690a494841832890d
.488,.476,30,11,9,7,36,.857,112,6,240,New York Knicks,52f2f71690a494841832890e
.526,.500,26,13,4,11,29,.625,109,5,240,San Antonio Spurs,52f2f71790a494841832890f
.511,.348,27,8,4,8,26,.789,115,13,240,Detroit Pistons,52f2f71890a4948418328910
.425,.125,18,21,8,9,32,.793,87,6,240,Chicago Bulls,52f2f71890a4948418328911
.595,.520,31,13,3,4,35,.588,123,5,240,Orlando Magic,52f2f71990a4948418328912
.451,.278,12,16,4,11,33,.941,95,9,240,Miami Heat,52f2f71a90a4948418328913
.432,.222,13,12,9,7,30,.667,84,7,240,Milwaukee Bucks,52f2f71b90a4948418328914
.482,.455,31,12,8,7,25,.905,109,7,240,Golden State Warriors,52f2f71b90a4948418328915
.443,.360,25,9,4,9,35,.850,96,9,240,Miami Heat,52f2f71c90a4948418328916
.532,.545,25,24,10,6,38,.583,103,12,240,New York Knicks,52f2f71d90a4948418328917
.494,.353,22,8,8,9,27,.800,114,10,240,Oklahoma City Thunder,52f2f71e90a4948418328918
.394,.379,16,16,9,8,37,.655,86,6,240,Orlando Magic,52f2f71e90a4948418328919
.388,.522,15,13,4,11,37,.909,98,9,240,Minnesota Timberwolves,52f2f71f90a494841832891a
.396,.214,18,7,6,17,32,.625,95,11,240,Philadelphia 76ers,52f2f72090a494841832891b
.396,.333,17,12,2,19,36,.679,95,5,265,Chicago Bulls,52f2f72090a494841832891c
.443,.500,26,10,4,9,42,.700,104,7,240,Memphis Grizzlies,52f2f72190a494841832891d
.533,.333,26,13,3,8,32,.618,108,6,240,Los Angeles Clippers,52f2f72290a494841832891e
.488,.118,15,8,1,12,35,.600,93,5,240,New Orleans Hornets,52f2f72390a494841832891f
.451,.417,27,11,5,8,36,.833,94,10,240,San Antonio Spurs,52f2f72390a4948418328920
.526,.588,24,23,13,11,35,.789,105,8,240,Charlotte Bobcats,52f2f72490a4948418328921
.470,.652,31,12,6,10,34,.810,110,9,240,Golden State Warriors,52f2f72590a4948418328922
.457,.300,20,13,6,12,32,.800,100,5,240,Houston Rockets,52f2f72690a4948418328923
.507,.250,19,21,4,7,26,.821,96,15,240,Memphis Grizzlies,52f2f72690a4948418328924
.507,.429,23,15,2,11,36,.650,95,7,240,Atlanta Hawks,52f2f72790a4948418328925
.532,.478,29,14,6,6,33,.800,113,8,240,Minnesota Timberwolves,52f2f72890a4948418328926
.476,.400,26,14,8,12,36,.737,104,9,240,Orlando Magic,52f2f72990a4948418328927
.488,.478,29,14,2,6,37,.909,103,7,240,Dallas Mavericks,52f2f72990a4948418328928
.482,.409,23,19,5,16,32,.733,100,6,240,Los Angeles Clippers,52f2f72a90a4948418328929
.471,.294,20,16,8,10,31,.833,96,10,240,Portland Trail Blazers,52f2f72b90a494841832892a
.474,.400,24,12,11,6,36,.750,90,6,240,Chicago Bulls,52f2f72c90a494841832892b
.506,.613,27,20,2,6,29,.733,110,11,240,Orlando Magic,52f2f72c90a494841832892c
.478,.200,20,17,5,10,32,.727,84,9,240,Toronto Raptors,52f2f72d90a494841832892d
.453,.375,22,15,6,10,35,.808,95,6,240,Denver Nuggets,52f2f72e90a494841832892e
.507,.545,18,12,5,5,34,.682,95,6,240,Boston Celtics,52f2f72e90a494841832892f
.481,.231,15,10,5,13,37,.794,106,2,240,Miami Heat,52f2f72f90a4948418328930
.425,.281,20,9,8,12,38,.667,97,9,240,San Antonio Spurs,52f2f73090a4948418328931
.512,.421,31,12,4,10,34,.583,103,8,240,Atlanta Hawks,52f2f73190a4948418328932
.447,.474,20,11,4,14,27,.706,101,7,240,Charlotte Bobcats,52f2f73190a4948418328933
.557,.667,27,14,4,5,24,.762,104,11,240,Detroit Pistons,52f2f73290a4948418328934
.581,.313,20,16,9,4,36,.919,125,3,240,Miami Heat,52f2f73390a4948418328935
.471,.333,25,12,4,15,27,.857,103,4,240,Utah Jazz,52f2f73490a4948418328936
.459,.364,25,12,4,13,21,.767,119,13,240,Denver Nuggets,52f2f73490a4948418328937
.586,.294,25,20,3,10,34,.800,103,7,240,Los Angeles Lakers,52f2f73590a4948418328938
.549,.333,31,15,4,8,26,.667,114,10,240,Oklahoma City Thunder,52f2f73690a4948418328939
.549,.300,18,10,2,12,34,.857,123,6,240,Philadelphia 76ers,52f2f73790a494841832893a
.461,.471,20,21,4,10,31,.786,100,10,240,Sacramento Kings,52f2f73790a494841832893b
.398,.429,24,8,11,21,33,.708,104,9,240,Washington Wizards,52f2f73890a494841832893c
.461,.393,15,14,3,7,43,.783,99,2,240,San Antonio Spurs,52f2f73990a494841832893d
.477,.333,22,17,2,17,34,.656,112,8,240,Orlando Magic,52f2f73990a494841832893e
.459,.412,21,9,4,6,28,.781,100,8,240,Portland Trail Blazers,52f2f73a90a494841832893f
.434,.417,21,11,7,11,24,.571,83,10,240,New Orleans Hornets,52f2f73c90a4948418328940
.494,.417,16,13,8,7,32,.625,96,9,240,Golden State Warriors,52f2f73d90a4948418328941
.395,.273,21,11,4,11,32,.828,90,5,240,Chicago Bulls,52f2f73e90a4948418328942
.484,.294,25,13,10,11,36,.750,114,7,240,Houston Rockets,52f2f73e90a4948418328943
.487,.263,19,23,4,11,34,.778,95,15,240,Indiana Pacers,52f2f73f90a4948418328944
.512,.286,19,14,4,11,34,.737,102,6,240,Los Angeles Lakers,52f2f74090a4948418328945
.481,.556,20,12,5,7,35,.882,103,6,240,Oklahoma City Thunder,52f2f74090a4948418328946
.479,.444,21,17,1,8,30,.667,92,7,240,Phoenix Suns,52f2f74190a4948418328947
.438,.294,21,12,6,8,37,.781,100,5,240,Chicago Bulls,52f2f74290a4948418328948
.459,.429,22,20,7,13,45,.769,104,10,240,Denver Nuggets,52f2f74390a4948418328949
.493,.429,24,14,6,10,33,.745,114,7,240,Miami Heat,52f2f74390a494841832894a
.494,.250,24,16,4,8,43,.760,99,4,240,Milwaukee Bucks,52f2f74490a494841832894b
.507,.438,19,17,3,10,25,.786,103,12,240,Minnesota Timberwolves,52f2f74590a494841832894c
.467,.313,23,14,5,11,41,.750,101,10,240,San Antonio Spurs,52f2f74690a494841832894d
.486,.364,27,10,8,9,26,.629,98,8,240,Utah Jazz,52f2f74690a494841832894e
.462,.313,22,14,1,10,33,.714,92,15,240,New Orleans Hornets,52f2f74790a494841832894f
.482,.370,26,10,6,11,26,.636,104,7,240,Dallas Mavericks,52f2f74890a4948418328950
.457,.444,17,13,4,7,26,.875,107,6,240,Atlanta Hawks,52f2f74990a4948418328951
.456,.500,30,9,4,12,32,.800,104,14,240,Memphis Grizzlies,52f2f74990a4948418328952
.425,.412,16,11,12,9,36,.725,98,7,240,New York Knicks,52f2f74a90a4948418328953
.432,.333,29,13,5,15,32,.895,100,12,240,Portland Trail Blazers,52f2f74b90a4948418328954
.405,.333,21,15,6,18,42,.815,94,2,240,Sacramento Kings,52f2f74c90a4948418328955
.543,.500,30,14,6,2,35,.579,93,5,240,Boston Celtics,52f2f74c90a4948418328956
.451,.313,22,10,7,7,23,.850,96,3,240,Boston Celtics,52f2f74d90a4948418328957
.487,.333,15,11,5,10,36,.895,96,5,240,Miami Heat,52f2f74e90a4948418328958
.469,.375,20,12,7,12,38,.850,113,6,240,Denver Nuggets,52f2f74e90a4948418328959
.449,.286,22,11,9,10,31,.818,84,3,240,New Orleans Hornets,52f2f75090a494841832895a
.494,.469,26,19,4,9,33,.760,110,11,240,Orlando Magic,52f2f75190a494841832895b
.472,.333,23,9,4,8,27,.906,102,4,240,Utah Jazz,52f2f75190a494841832895c
.530,.308,23,14,8,13,31,.679,111,10,240,Chicago Bulls,52f2f75290a494841832895d
.429,.364,22,13,2,12,34,.769,84,3,240,Dallas Mavericks,52f2f75390a494841832895e
.472,.353,29,6,4,13,28,.818,108,7,240,Los Angeles Lakers,52f2f75490a494841832895f
.512,.286,23,14,5,12,30,.733,110,9,240,Memphis Grizzlies,52f2f75490a4948418328960
.446,.333,14,13,7,12,35,.838,101,8,240,Miami Heat,52f2f75590a4948418328961
.549,.296,26,6,4,10,28,.870,128,9,240,New York Knicks,52f2f75690a4948418328962
.513,.444,23,19,3,10,37,.833,108,6,240,Atlanta Hawks,52f2f75890a4948418328963
.613,.556,34,15,4,5,31,.533,105,10,240,Boston Celtics,52f2f75890a4948418328964
.568,.500,35,11,5,12,27,.688,120,8,240,Toronto Raptors,52f2f75990a4948418328965
.482,.368,21,7,1,7,27,.737,103,10,240,Portland Trail Blazers,52f2f75a90a4948418328966
.429,.370,23,12,9,19,38,.667,106,5,240,Los Angeles Clippers,52f2f75a90a4948418328967
.439,.308,25,12,5,16,35,.583,108,7,265,Charlotte Bobcats,52f2f75b90a4948418328968
.494,.417,20,16,5,12,27,.652,96,8,240,New Jersey Nets,52f2f75c90a4948418328969
.481,.400,22,8,3,10,27,.750,110,9,240,Golden State Warriors,52f2f75d90a494841832896a
.455,.227,23,11,4,9,35,.667,97,5,240,Orlando Magic,52f2f75d90a494841832896b
.567,.444,20,12,1,6,34,.763,109,5,240,Philadelphia 76ers,52f2f75e90a494841832896c
.471,.261,20,10,5,14,33,.650,99,6,240,Los Angeles Lakers,52f2f75f90a494841832896d
.506,.560,24,12,5,9,31,.889,110,7,240,Atlanta Hawks,52f2f76090a494841832896e
.470,.267,23,10,1,16,29,.654,99,13,240,Oklahoma City Thunder,52f2f76090a494841832896f
.564,.500,19,15,4,7,26,.833,122,11,240,Sacramento Kings,52f2f76190a4948418328970
.575,.524,31,16,2,14,29,.679,122,4,240,Boston Celtics,52f2f76290a4948418328971
.482,.500,26,17,8,11,31,.952,116,9,240,Golden State Warriors,52f2f76390a4948418328972
.416,.333,17,13,8,10,33,.741,90,8,240,San Antonio Spurs,52f2f76390a4948418328973
.506,.417,23,11,6,13,25,.692,101,9,240,Los Angeles Lakers,52f2f76490a4948418328974
.494,.455,22,13,6,13,21,.750,110,17,240,Memphis Grizzlies,52f2f76590a4948418328975
.393,.417,20,16,6,13,35,.813,101,11,265,Miami Heat,52f2f76690a4948418328976
.465,.391,23,14,4,18,27,.864,108,10,240,Portland Trail Blazers,52f2f76690a4948418328977
.517,.400,25,16,5,9,39,1.000,110,3,240,Orlando Magic,52f2f76790a4948418328978
.563,.375,21,14,3,6,28,.679,105,8,240,Philadelphia 76ers,52f2f76890a4948418328979
.500,.515,24,18,4,14,45,.667,121,6,240,New York Knicks,52f2f76890a494841832897a
.442,.438,23,9,10,7,32,.786,97,5,240,Washington Wizards,52f2f76990a494841832897b
.429,.500,27,15,4,12,32,.862,108,8,240,Atlanta Hawks,52f2f76a90a494841832897c
.494,.500,23,18,8,12,31,.833,104,4,240,Charlotte Bobcats,52f2f76b90a494841832897d
.492,.333,16,21,9,11,37,.714,90,5,240,Chicago Bulls,52f2f76b90a494841832897e
.519,.438,27,13,5,10,28,.731,117,10,240,Orlando Magic,52f2f76c90a494841832897f
.446,.533,24,11,6,15,38,.647,112,8,265,Detroit Pistons,52f2f76d90a4948418328980
.471,.211,26,15,11,13,40,.680,103,5,265,Utah Jazz,52f2f76e90a4948418328981
.583,.429,27,10,5,4,32,.862,115,8,240,Milwaukee Bucks,52f2f77290a4948418328982
.473,.286,24,18,6,14,33,.833,109,5,240,Oklahoma City Thunder,52f2f77290a4948418328983
.473,.400,18,13,4,7,38,.952,96,2,240,New Orleans Hornets,52f2f77390a4948418328984
.395,.235,21,16,7,16,36,.767,105,13,240,Los Angeles Clippers,52f2f77490a4948418328985
.418,.471,22,13,6,17,44,.806,109,8,240,Los Angeles Lakers,52f2f77590a4948418328986
.470,.464,25,20,10,11,41,.739,108,9,240,Phoenix Suns,52f2f77590a4948418328987
.570,.333,19,17,3,7,34,.750,107,7,265,Miami Heat,52f2f77690a4948418328988
.423,.333,21,17,3,13,35,.840,94,9,240,San Antonio Spurs,52f2f77790a4948418328989
.585,.462,26,15,8,8,31,.696,118,4,240,Toronto Raptors,52f2f77890a494841832898a
.527,.500,25,15,4,12,26,.769,108,5,240,Houston Rockets,52f2f77b90a494841832898b
.514,.350,24,18,10,9,31,.714,96,9,240,Charlotte Bobcats,52f2f77b90a494841832898c
.455,.182,20,10,5,9,31,.920,95,8,240,Chicago Bulls,52f2f77c90a494841832898d
.557,.412,30,14,6,9,38,.860,132,4,240,Denver Nuggets,52f2f77d90a494841832898e
.535,.500,25,12,7,13,40,.667,112,11,240,Los Angeles Lakers,52f2f77d90a494841832898f
.468,.500,28,17,5,8,38,.786,107,8,240,San Antonio Spurs,52f2f77e90a4948418328990
.511,.500,29,12,5,12,28,1.000,111,6,240,Indiana Pacers,52f2f77f90a4948418328991
.506,.417,27,12,5,9,31,.733,100,10,240,New York Knicks,52f2f78090a4948418328992
.495,.529,28,19,3,14,41,.846,136,10,265,Washington Wizards,52f2f78390a4948418328993
.521,.600,29,14,3,12,26,.636,119,16,240,Boston Celtics,52f2f78490a4948418328994
.432,.286,23,7,8,8,30,.741,96,4,240,Charlotte Bobcats,52f2f78490a4948418328995
.521,.333,20,14,6,10,29,.769,107,8,240,Memphis Grizzlies,52f2f78590a4948418328996
