twoperc,threeperc,assists,turno,blocks,orebounds,drebounds,ftPerc,points,steals,minutes,nameteam,gameid
.430,.400,20,14,5,10,32,.583,89,8,240,San Antonio Spurs,52f30b9d1b34326811678e3b
.390,.261,20,15,6,10,24,.813,83,9,240,Houston Rockets,52f30b9e1b34326811678e3c
.411,.375,15,10,5,12,24,.789,95,10,240,Washington Wizards,52f30b9f1b34326811678e3d
.476,.360,24,11,2,10,28,.684,102,6,240,Orlando Magic,52f30ba01b34326811678e3e
.395,.077,14,11,6,16,21,.813,95,12,240,Minnesota Timberwolves,52f30ba11b34326811678e3f
.474,.313,21,16,6,8,28,.842,93,6,240,Portland Trail Blazers,52f30ba11b34326811678e40
.468,.450,14,18,9,10,30,.739,100,3,240,Sacramento Kings,52f30ba21b34326811678e41
.376,.333,19,16,0,10,33,.857,94,11,240,Milwaukee Bucks,52f30ba31b34326811678e42
.447,.263,19,20,2,6,33,.750,94,10,240,New Jersey Nets,52f30ba41b34326811678e43
.438,.409,22,14,5,10,23,.750,91,7,240,Cleveland Cavaliers,52f30ba51b34326811678e44
.474,.345,18,14,9,10,25,.793,105,1,240,Houston Rockets,52f30ba51b34326811678e45
.437,.360,23,5,4,13,27,.889,107,11,240,Sacramento Kings,52f30ba61b34326811678e46
.446,.379,25,12,5,9,25,.700,92,9,240,Dallas Mavericks,52f30ba71b34326811678e47
.402,.278,18,9,5,7,32,.857,83,6,240,Golden State Warriors,52f30ba81b34326811678e48
.368,.375,13,10,5,13,33,.889,78,8,240,Los Angeles Clippers,52f30ba91b34326811678e49
.373,.188,21,17,6,10,27,.700,72,8,240,Charlotte Bobcats,52f30baa1b34326811678e4a
.528,.375,25,16,6,4,32,.850,99,4,240,Toronto Raptors,52f30bab1b34326811678e4b
.493,.471,17,11,8,8,24,.727,98,9,240,Miami Heat,52f30bab1b34326811678e4c
.411,.261,11,21,10,10,30,.828,90,7,240,Oklahoma City Thunder,52f30bac1b34326811678e4d
.447,.250,13,14,1,12,27,.762,96,10,240,Utah Jazz,52f30bad1b34326811678e4e
.382,.222,15,17,3,14,24,.793,83,6,240,Detroit Pistons,52f30bae1b34326811678e4f
.407,.333,22,13,5,14,29,.667,84,3,240,New Orleans Hornets,52f30bae1b34326811678e50
.468,.375,21,20,3,10,23,.667,98,10,240,Milwaukee Bucks,52f30baf1b34326811678e51
.482,.385,15,11,5,12,27,.714,110,9,240,Portland Trail Blazers,52f30bb01b34326811678e52
.446,.381,18,14,4,11,32,.615,98,9,240,Cleveland Cavaliers,52f30bb11b34326811678e53
.436,.444,23,22,5,15,35,.808,111,8,265,New York Knicks,52f30bb21b34326811678e54
.388,.143,21,9,5,13,26,.949,101,8,240,Charlotte Bobcats,52f30bb21b34326811678e55
.430,.500,19,12,3,12,31,.792,103,9,265,Houston Rockets,52f30bb31b34326811678e56
.375,.292,22,12,5,18,17,.667,83,10,240,Miami Heat,52f30bb41b34326811678e57
.392,.091,26,5,4,18,32,.824,91,5,240,Philadelphia 76ers,52f30bb51b34326811678e58
.384,.154,16,9,4,16,33,.714,88,7,240,Sacramento Kings,52f30bb51b34326811678e59
.444,.370,22,14,6,5,35,.741,94,6,240,San Antonio Spurs,52f30bb61b34326811678e5a
.363,.211,17,12,3,10,31,.684,75,6,240,Golden State Warriors,52f30bb71b34326811678e5b
.342,.188,18,7,7,7,25,.682,72,11,240,Indiana Pacers,52f30bb81b34326811678e5c
.457,.391,20,10,4,7,23,.630,100,7,240,Cleveland Cavaliers,52f30bb91b34326811678e5d
.459,.444,28,18,7,14,35,.667,116,8,265,Sacramento Kings,52f30bb91b34326811678e5e
.372,.368,17,12,7,20,33,.696,93,6,240,Philadelphia 76ers,52f30bba1b34326811678e5f
.405,.217,15,8,3,16,36,.656,94,6,240,Los Angeles Clippers,52f30bbb1b34326811678e60
.429,.429,19,12,5,9,27,1.000,91,12,240,Dallas Mavericks,52f30bbc1b34326811678e61
.414,.333,14,14,3,8,29,.591,74,6,240,New Orleans Hornets,52f30bbd1b34326811678e62
.405,.400,22,13,3,10,32,.800,88,8,240,Toronto Raptors,52f30bbd1b34326811678e63
.424,.364,25,14,4,19,28,.556,100,11,240,Washington Wizards,52f30bbe1b34326811678e64
.386,.263,18,18,2,14,43,.793,92,8,265,Houston Rockets,52f30bbf1b34326811678e65
.388,.371,18,18,5,14,27,.529,84,4,240,Orlando Magic,52f30bbf1b34326811678e66
.381,.261,20,16,2,14,37,.652,85,9,240,New York Knicks,52f30bc01b34326811678e67
.420,.136,22,13,8,13,38,.824,85,4,265,Los Angeles Lakers,52f30bc11b34326811678e68
.443,.333,13,12,5,9,28,.725,96,9,240,Indiana Pacers,52f30bc21b34326811678e69
.373,.364,14,13,3,10,19,.667,78,13,240,New Jersey Nets,52f30bc31b34326811678e6a
.471,.429,24,16,9,9,25,.703,93,6,240,Charlotte Bobcats,52f30bc41b34326811678e6b
.432,.200,23,17,5,10,36,.781,99,7,240,Denver Nuggets,52f30bc51b34326811678e6c
.443,.444,23,15,4,11,28,.609,92,2,240,Golden State Warriors,52f30bc51b34326811678e6d
.461,.348,14,21,2,9,27,.889,86,9,240,Atlanta Hawks,52f30bc61b34326811678e6e
.477,.333,29,10,4,16,19,.789,104,12,240,Milwaukee Bucks,52f30bc71b34326811678e6f
.473,.130,27,9,4,12,25,.750,94,7,240,Portland Trail Blazers,52f30bc81b34326811678e70
.461,.500,17,16,3,9,29,.704,100,10,240,Los Angeles Clippers,52f30bc81b34326811678e71
.452,.158,28,18,7,16,32,.735,104,4,240,Phoenix Suns,52f30bc91b34326811678e72
.350,.000,16,11,8,8,27,.833,71,6,240,Boston Celtics,52f30bca1b34326811678e73
.545,.333,23,20,2,11,30,.917,98,8,240,New Orleans Hornets,52f30bcb1b34326811678e74
.427,.357,22,10,2,12,25,.765,105,12,240,New York Knicks,52f30bcc1b34326811678e75
.414,.273,15,17,3,12,22,.841,98,4,240,Houston Rockets,52f30bcc1b34326811678e76
.395,.381,21,13,6,9,33,.784,101,9,240,Los Angeles Lakers,52f30bcd1b34326811678e77
.407,.227,25,7,4,15,25,.731,94,10,240,Chicago Bulls,52f30bce1b34326811678e78
.437,.364,19,10,4,8,30,.769,94,5,240,Dallas Mavericks,52f30bcf1b34326811678e79
.431,.400,12,28,7,16,37,.783,86,4,240,Portland Trail Blazers,52f30bcf1b34326811678e7a
.349,.182,17,8,7,13,30,.571,74,8,240,Charlotte Bobcats,52f30bd01b34326811678e7b
.458,.364,23,11,2,9,22,.844,97,7,240,New Orleans Hornets,52f30bd11b34326811678e7c
.425,.421,19,8,5,9,15,.682,85,15,240,Atlanta Hawks,52f30bd21b34326811678e7d
.554,.412,29,17,5,9,26,.714,114,11,240,New York Knicks,52f30bd21b34326811678e7e
.457,.400,19,13,5,10,24,.769,102,9,240,Minnesota Timberwolves,52f30bd31b34326811678e7f
.487,.250,20,17,13,8,32,.588,90,5,240,Oklahoma City Thunder,52f30bd41b34326811678e80
.405,.273,15,11,7,14,28,.833,91,8,240,Utah Jazz,52f30bd51b34326811678e81
.453,.273,21,17,6,17,27,.722,97,7,240,Dallas Mavericks,52f30bd51b34326811678e82
.487,.400,22,11,3,9,26,.625,108,4,240,San Antonio Spurs,52f30bd61b34326811678e83
.471,.000,24,13,4,14,17,.773,97,9,240,Utah Jazz,52f30bd71b34326811678e84
.397,.238,16,14,2,7,26,.920,86,7,240,Toronto Raptors,52f30bd81b34326811678e85
.373,.435,20,21,3,8,31,.808,87,7,240,Dallas Mavericks,52f30bd81b34326811678e86
.375,.412,17,13,4,17,23,.720,91,9,265,Indiana Pacers,52f30bd91b34326811678e87
.413,.217,19,17,4,16,31,.720,89,5,240,Minnesota Timberwolves,52f30bda1b34326811678e88
.531,.375,21,8,3,11,23,.786,106,3,240,New Jersey Nets,52f30bdb1b34326811678e89
.409,.500,24,11,2,15,22,.842,95,8,240,Charlotte Bobcats,52f30bdd1b34326811678e8a
.419,.357,27,8,3,9,27,.737,91,10,240,Memphis Grizzlies,52f30bdd1b34326811678e8b
.476,.313,17,8,1,12,27,.640,99,3,240,Washington Wizards,52f30bde1b34326811678e8c
.512,.471,25,13,6,9,30,.647,107,5,240,Houston Rockets,52f30bdf1b34326811678e8d
.405,.444,22,23,4,17,30,.767,91,13,240,Denver Nuggets,52f30be01b34326811678e8e
.430,.316,21,12,7,16,26,.543,93,11,240,Los Angeles Clippers,52f30be11b34326811678e8f
.470,.353,33,12,8,9,25,.833,94,11,240,Boston Celtics,52f30be21b34326811678e90
.413,.412,16,16,4,11,31,.808,94,8,240,New York Knicks,52f30be31b34326811678e91
.476,.083,15,11,2,9,27,.833,94,8,240,Indiana Pacers,52f30be41b34326811678e92
.463,.345,19,16,5,9,27,.765,99,10,240,Sacramento Kings,52f30be51b34326811678e93
.465,.308,23,13,1,13,30,.789,99,7,240,Toronto Raptors,52f30be61b34326811678e94
.463,.273,21,13,13,9,29,.710,99,7,240,New York Knicks,52f30be71b34326811678e95
.373,.217,16,16,2,20,25,.857,85,10,240,Los Angeles Clippers,52f30be81b34326811678e96
.487,.235,14,15,4,5,34,.724,99,8,240,New Jersey Nets,52f30be91b34326811678e97
.385,.417,23,17,6,9,28,.857,71,9,240,New Orleans Hornets,52f30be91b34326811678e98
.517,.429,24,7,7,10,27,.793,124,7,240,Phoenix Suns,52f30bea1b34326811678e99
.448,.471,21,10,5,12,29,.786,97,6,240,Washington Wizards,52f30beb1b34326811678e9a
.479,.250,18,12,5,5,24,.679,90,7,240,Detroit Pistons,52f30bec1b34326811678e9b
.382,.200,20,7,3,8,26,.818,88,7,240,Cleveland Cavaliers,52f30bed1b34326811678e9c
.438,.167,18,10,3,10,29,.684,98,7,240,Washington Wizards,52f30bee1b34326811678e9d
.467,.483,30,12,2,11,28,.895,117,7,265,Atlanta Hawks,52f30bef1b34326811678e9e
.313,.227,5,15,4,6,32,.789,75,5,240,Portland Trail Blazers,52f30bf01b34326811678e9f
.448,.105,26,8,2,14,33,1.000,111,15,290,Memphis Grizzlies,52f30bf11b34326811678ea0
.464,.348,22,14,4,15,32,.773,103,4,240,Oklahoma City Thunder,52f30bf21b34326811678ea1
.440,.348,21,16,6,8,28,.909,98,15,265,Miami Heat,52f30bf31b34326811678ea2
.402,.368,11,13,3,10,34,.762,89,4,240,Sacramento Kings,52f30bf41b34326811678ea3
.447,.500,17,10,5,11,23,.870,102,8,240,Miami Heat,52f30bf41b34326811678ea4
.526,.238,25,17,3,8,25,.842,103,11,240,Golden State Warriors,52f30bf61b34326811678ea5
.407,.333,25,13,7,4,26,.895,87,12,240,Charlotte Bobcats,52f30bf61b34326811678ea6
.526,.462,25,9,6,5,21,.800,94,6,240,Philadelphia 76ers,52f30bf71b34326811678ea7
.426,.320,21,15,2,7,27,.800,82,5,240,Atlanta Hawks,52f30bf81b34326811678ea8
.447,.458,21,14,3,11,23,.720,105,12,240,Cleveland Cavaliers,52f30bf91b34326811678ea9
.383,.100,22,12,5,12,25,.840,84,7,240,Toronto Raptors,52f30bfa1b34326811678eaa
.518,.300,25,15,7,5,29,.769,101,8,265,New Orleans Hornets,52f30bfb1b34326811678eab
.373,.294,11,23,4,16,22,.783,79,14,240,Portland Trail Blazers,52f30bfc1b34326811678eac
.522,.385,22,12,3,10,32,.706,111,8,240,Utah Jazz,52f30bfc1b34326811678ead
.517,.263,25,13,4,13,24,.708,112,8,240,Sacramento Kings,52f30bfd1b34326811678eae
.523,.407,20,6,7,8,30,.625,111,3,240,Orlando Magic,52f30bfe1b34326811678eaf
.417,.381,21,12,2,9,32,.900,96,8,240,Charlotte Bobcats,52f30bff1b34326811678eb0
.436,.227,21,16,2,10,33,.680,90,6,240,Denver Nuggets,52f30c001b34326811678eb1
.459,.250,25,10,5,15,28,.417,87,5,240,Los Angeles Clippers,52f30c011b34326811678eb2
.453,.286,22,12,3,8,23,.895,89,8,240,New Orleans Hornets,52f30c011b34326811678eb3
.434,.333,22,17,5,9,38,.727,105,8,265,Minnesota Timberwolves,52f30c021b34326811678eb4
.487,.455,19,20,6,9,30,.778,88,5,240,Washington Wizards,52f30c031b34326811678eb5
.424,.296,21,9,4,18,27,.818,89,3,240,Chicago Bulls,52f30c041b34326811678eb6
.443,.455,23,12,3,7,28,.900,98,6,240,Golden State Warriors,52f30c051b34326811678eb7
.402,.182,21,12,2,18,37,.700,92,7,240,Minnesota Timberwolves,52f30c061b34326811678eb8
.451,.313,19,18,9,15,30,.608,110,12,265,Memphis Grizzlies,52f30c071b34326811678eb9
.395,.421,17,17,2,9,30,.824,100,4,240,Indiana Pacers,52f30c081b34326811678eba
.443,.360,17,16,10,11,26,.900,105,7,240,Oklahoma City Thunder,52f30c081b34326811678ebb
.337,.300,16,13,0,12,27,.800,70,13,240,New Jersey Nets,52f30c091b34326811678ebc
.355,.278,20,14,8,17,37,.500,78,12,240,Philadelphia 76ers,52f30c0a1b34326811678ebd
.513,.533,23,15,3,8,24,.722,101,6,240,Detroit Pistons,52f30c0b1b34326811678ebe
.450,.316,25,17,6,5,23,.810,95,7,240,Boston Celtics,52f30c0c1b34326811678ebf
.521,.444,20,24,6,10,25,.792,103,12,240,Toronto Raptors,52f30c0d1b34326811678ec0
.418,.231,16,12,1,9,30,.733,80,8,240,Philadelphia 76ers,52f30c0e1b34326811678ec1
.494,.458,24,11,3,5,30,.556,99,4,240,San Antonio Spurs,52f30c0f1b34326811678ec2
.474,.200,27,16,7,4,23,.941,91,7,240,Boston Celtics,52f30c101b34326811678ec3
.405,.211,16,15,6,13,29,.741,88,3,240,Indiana Pacers,52f30c101b34326811678ec4
.486,.300,25,16,1,6,29,.833,91,7,240,Houston Rockets,52f30c111b34326811678ec5
.419,.435,23,13,7,14,25,.857,94,7,240,New Jersey Nets,52f30c121b34326811678ec6
.413,.240,14,12,7,3,37,.800,92,9,265,Golden State Warriors,52f30c131b34326811678ec7
.393,.250,21,14,4,14,29,.800,87,4,240,Cleveland Cavaliers,52f30c141b34326811678ec8
.383,.125,16,17,8,13,34,.826,83,3,265,Detroit Pistons,52f30c151b34326811678ec9
.452,.154,24,24,6,7,38,.775,99,6,240,Los Angeles Lakers,52f30c151b34326811678eca
.474,.333,16,20,11,9,31,.632,92,11,240,Washington Wizards,52f30c161b34326811678ecb
.395,.360,18,18,2,9,27,.571,81,9,240,Orlando Magic,52f30c171b34326811678ecc
.464,.381,15,12,3,11,24,.643,95,8,240,Portland Trail Blazers,52f30c181b34326811678ecd
.427,.091,19,16,2,15,33,.682,86,6,240,Houston Rockets,52f30c191b34326811678ece
.413,.240,18,21,5,17,34,1.000,99,5,240,Minnesota Timberwolves,52f30c1a1b34326811678ecf
.387,.333,15,17,2,9,36,.684,76,5,240,Atlanta Hawks,52f30c1b1b34326811678ed0
.387,.250,23,8,7,9,22,.714,80,7,240,Charlotte Bobcats,52f30c1b1b34326811678ed1
.434,.286,26,13,1,5,30,.850,95,6,240,Denver Nuggets,52f30c1c1b34326811678ed2
.425,.385,22,8,5,6,27,.750,93,9,240,Golden State Warriors,52f30c1d1b34326811678ed3
.420,.261,15,12,6,10,27,.839,100,6,240,New Jersey Nets,52f30c1e1b34326811678ed4
.353,.200,9,18,5,10,28,.389,59,9,240,Orlando Magic,52f30c1f1b34326811678ed5
.506,.375,18,14,5,9,22,.875,104,7,240,Los Angeles Lakers,52f30c1f1b34326811678ed6
.435,.273,14,8,7,15,22,.450,89,6,240,Los Angeles Clippers,52f30c201b34326811678ed7
.450,.400,21,19,8,14,27,.708,95,6,240,Phoenix Suns,52f30c211b34326811678ed8
.478,.154,15,17,3,4,26,.864,87,4,240,Toronto Raptors,52f30c221b34326811678ed9
.354,.292,14,20,2,17,27,.846,87,7,240,Portland Trail Blazers,52f30c231b34326811678eda
.478,.250,24,14,2,11,26,.800,110,6,240,Memphis Grizzlies,52f30c241b34326811678edb
.423,.421,15,20,6,15,26,.733,90,6,240,Oklahoma City Thunder,52f30c251b34326811678edc
.462,.316,23,19,3,11,43,.727,102,5,265,Cleveland Cavaliers,52f30c251b34326811678edd
.427,.308,15,7,2,7,22,.682,93,13,240,Dallas Mavericks,52f30c261b34326811678ede
.506,.778,26,11,5,7,23,.700,115,13,240,Detroit Pistons,52f30c271b34326811678edf
.369,.300,15,14,2,16,29,.778,89,9,240,New Jersey Nets,52f30c281b34326811678ee0
.494,.333,31,16,9,10,37,.786,92,5,240,New Orleans Hornets,52f30c291b34326811678ee1
.367,.462,19,12,2,10,21,.778,91,11,240,Los Angeles Clippers,52f30c2a1b34326811678ee2
.481,.333,16,17,3,11,29,.684,93,10,240,Phoenix Suns,52f30c2a1b34326811678ee3
.387,.471,20,11,10,10,29,.722,79,7,240,Philadelphia 76ers,52f30c2b1b34326811678ee4
.443,.318,20,14,4,9,32,.750,100,8,240,Minnesota Timberwolves,52f30c2c1b34326811678ee5
.412,.125,23,9,3,9,32,1.000,82,10,240,Toronto Raptors,52f30c2d1b34326811678ee6
.415,.375,21,16,6,8,24,.900,83,5,240,Golden State Warriors,52f30c2e1b34326811678ee7
.400,.200,23,15,7,11,38,.800,91,6,240,Milwaukee Bucks,52f30c2f1b34326811678ee8
.389,.185,18,10,0,22,20,.625,90,11,240,Los Angeles Clippers,52f30c2f1b34326811678ee9
.457,.375,22,13,2,13,28,.696,93,9,240,Memphis Grizzlies,52f30c301b34326811678eea
.406,.267,28,13,6,26,29,.571,102,10,240,Sacramento Kings,52f30c311b34326811678eeb
.423,.278,19,14,3,5,30,.783,83,10,240,Washington Wizards,52f30c321b34326811678eec
.400,.240,17,11,4,12,33,.667,84,3,240,New Jersey Nets,52f30c331b34326811678eed
.405,.125,19,11,6,11,26,.885,92,6,240,Charlotte Bobcats,52f30c341b34326811678eee
.387,.400,16,21,2,11,27,.529,73,10,240,Detroit Pistons,52f30c341b34326811678eef
.519,.636,20,16,7,11,28,.909,111,4,240,Indiana Pacers,52f30c351b34326811678ef0
.439,.400,18,10,1,6,23,.842,96,9,240,Portland Trail Blazers,52f30c361b34326811678ef1
.490,.389,24,17,4,11,32,.778,140,6,290,Minnesota Timberwolves,52f30c371b34326811678ef2
.378,.222,10,14,2,16,26,.667,80,10,240,Cleveland Cavaliers,52f30c381b34326811678ef3
.486,.400,28,11,6,3,32,.769,86,2,240,Boston Celtics,52f30c391b34326811678ef4
.383,.423,13,10,7,4,30,.824,87,7,240,Dallas Mavericks,52f30c391b34326811678ef5
.376,.179,22,22,6,10,29,.556,79,8,240,New York Knicks,52f30c3a1b34326811678ef6
.462,.333,22,19,5,16,25,.750,102,8,240,Denver Nuggets,52f30c3b1b34326811678ef7
.448,.214,19,18,11,22,36,.800,101,4,265,Toronto Raptors,52f30c3c1b34326811678ef8
.473,.067,23,15,6,16,31,.778,108,4,240,Sacramento Kings,52f30c3d1b34326811678ef9
.385,.360,20,7,7,16,36,.889,99,5,265,Houston Rockets,52f30c3d1b34326811678efa
.423,.600,26,16,4,14,23,.714,85,6,240,Memphis Grizzlies,52f30c3e1b34326811678efb
.440,.476,30,12,3,12,25,.778,104,4,240,Milwaukee Bucks,52f30c3f1b34326811678efc
.443,.214,21,16,3,8,33,.727,89,7,240,Charlotte Bobcats,52f30c401b34326811678efd
.457,.200,21,16,5,11,34,.917,86,3,240,New Orleans Hornets,52f30c411b34326811678efe
.368,.316,13,16,5,8,22,.773,79,12,240,Detroit Pistons,52f30c421b34326811678eff
.447,.222,13,8,4,14,25,.857,92,6,240,Washington Wizards,52f30c421b34326811678f00
.389,.286,28,9,8,23,41,.829,133,8,340,Utah Jazz,52f30c431b34326811678f01
.345,.214,12,14,2,16,29,.684,76,7,240,Washington Wizards,52f30c441b34326811678f02
.386,.250,17,22,0,13,27,.833,83,5,240,Cleveland Cavaliers,52f30c451b34326811678f03
.425,.389,21,16,5,12,26,.900,96,9,240,Los Angeles Lakers,52f30c461b34326811678f04
.506,.200,19,16,3,11,31,.682,100,4,240,Denver Nuggets,52f30c461b34326811678f05
.465,.318,17,21,7,4,27,1.000,87,9,240,Miami Heat,52f30c471b34326811678f06
.432,.318,18,14,5,6,38,.941,87,2,240,Golden State Warriors,52f30c481b34326811678f07
.412,.111,18,21,4,12,35,.455,76,11,240,Philadelphia 76ers,52f30c491b34326811678f08
.418,.333,25,11,8,7,26,.714,95,2,240,Charlotte Bobcats,52f30c4a1b34326811678f09
.473,.650,24,15,11,5,27,.727,91,3,240,Chicago Bulls,52f30c4a1b34326811678f0a
.427,.278,17,17,5,18,27,.731,106,14,265,Sacramento Kings,52f30c4b1b34326811678f0b
.420,.400,11,17,7,9,24,.649,90,6,240,Miami Heat,52f30c4c1b34326811678f0c
.500,.182,23,27,5,9,29,.677,85,6,240,New Orleans Hornets,52f30c4d1b34326811678f0d
.358,.238,19,16,2,16,27,.600,84,9,240,New Jersey Nets,52f30c4e1b34326811678f0e
.365,.250,17,19,0,9,32,.667,80,12,240,Milwaukee Bucks,52f30c4e1b34326811678f0f
.473,.500,25,12,1,8,27,.833,101,4,240,Toronto Raptors,52f30c4f1b34326811678f10
.410,.235,21,16,3,8,32,.643,77,9,240,Washington Wizards,52f30c501b34326811678f11
.418,.286,17,11,1,4,35,.750,81,10,240,Houston Rockets,52f30c511b34326811678f12
.429,.316,22,5,9,8,27,.944,101,4,240,Golden State Warriors,52f30c521b34326811678f13
.388,.310,13,13,8,12,28,.846,86,7,240,Minnesota Timberwolves,52f30c531b34326811678f14
.500,.304,27,21,1,13,29,.588,101,7,240,Atlanta Hawks,52f30c541b34326811678f15
.400,.391,19,18,4,9,35,.714,85,6,240,Cleveland Cavaliers,52f30c541b34326811678f16
.471,.368,14,8,4,8,30,.917,100,3,240,Phoenix Suns,52f30c551b34326811678f17
.430,.438,15,12,4,10,20,.800,95,9,240,Portland Trail Blazers,52f30c561b34326811678f18
.400,.294,20,11,6,8,28,.889,77,2,240,Atlanta Hawks,52f30c571b34326811678f19
.390,.300,23,14,7,16,33,.625,82,8,240,Utah Jazz,52f30c581b34326811678f1a
.397,.231,22,9,2,6,32,.818,83,5,240,Charlotte Bobcats,52f30c591b34326811678f1b
.345,.294,20,15,9,17,31,.833,75,6,240,Cleveland Cavaliers,52f30c5a1b34326811678f1c
.446,.357,19,16,5,8,25,.733,87,4,240,Golden State Warriors,52f30c5a1b34326811678f1d
.375,.192,26,10,3,12,28,.656,86,2,240,Phoenix Suns,52f30c5b1b34326811678f1e
.455,.300,20,17,3,12,27,.615,84,6,240,Indiana Pacers,52f30c5c1b34326811678f1f
.449,.346,14,18,2,9,25,.577,86,7,240,Orlando Magic,52f30c5d1b34326811678f20
.547,.381,24,16,6,7,27,.769,112,8,240,Sacramento Kings,52f30c5e1b34326811678f21
.413,.250,18,10,3,12,31,.833,96,6,240,Denver Nuggets,52f30c5e1b34326811678f22
.423,.318,17,17,10,15,30,.640,89,5,240,Washington Wizards,52f30c5f1b34326811678f23
.417,.364,15,12,9,17,28,.826,93,3,240,Los Angeles Lakers,52f30c601b34326811678f24
.423,.375,21,15,1,6,23,.769,85,7,240,Dallas Mavericks,52f30c611b34326811678f25
.465,.538,12,14,5,10,24,.952,93,6,240,New Orleans Hornets,52f30c621b34326811678f26
.443,.353,13,18,4,10,23,.667,90,11,240,New York Knicks,52f30c621b34326811678f27
.367,.273,26,12,4,11,23,.909,88,11,240,Charlotte Bobcats,52f30c631b34326811678f28
.369,.273,15,11,4,16,21,.857,71,8,240,Detroit Pistons,52f30c641b34326811678f29
.400,.273,17,10,1,13,28,.526,84,2,240,Cleveland Cavaliers,52f30c651b34326811678f2a
.526,.467,26,17,3,6,26,.813,100,11,240,Golden State Warriors,52f30c661b34326811678f2b
.372,.067,10,7,5,23,22,.692,89,13,240,Memphis Grizzlies,52f30c671b34326811678f2c
.500,.421,24,13,1,12,24,.733,97,6,240,Portland Trail Blazers,52f30c681b34326811678f2d
.347,.250,15,20,1,14,31,.840,79,5,240,Minnesota Timberwolves,52f30c681b34326811678f2e
.449,.344,17,16,4,10,37,.607,98,7,240,Orlando Magic,52f30c691b34326811678f2f
.542,.357,27,16,4,9,21,.947,101,5,240,Toronto Raptors,52f30c6a1b34326811678f30
.352,.231,19,15,7,27,35,.731,103,6,240,Utah Jazz,52f30c6b1b34326811678f31
.366,.214,19,10,3,10,28,.765,76,5,240,Philadelphia 76ers,52f30c6c1b34326811678f32
.465,.364,28,11,4,8,25,.864,107,10,265,Charlotte Bobcats,52f30c6d1b34326811678f33
.455,.333,21,13,3,13,25,.710,96,4,240,Utah Jazz,52f30c6d1b34326811678f34
.424,.200,21,8,2,14,33,.500,85,10,240,New Orleans Hornets,52f30c6e1b34326811678f35
.415,.294,21,15,4,9,30,.786,95,12,240,Milwaukee Bucks,52f30c6f1b34326811678f36
.389,.154,13,19,1,11,27,.630,75,7,240,Cleveland Cavaliers,52f30c701b34326811678f37
.473,.286,20,10,2,7,28,.727,90,7,240,Atlanta Hawks,52f30c711b34326811678f38
.433,.176,17,18,5,15,30,.783,99,12,240,Sacramento Kings,52f30c721b34326811678f39
.532,.357,21,14,8,4,28,.778,103,7,240,Indiana Pacers,52f30c721b34326811678f3a
.348,.188,15,11,6,15,32,.412,72,4,240,Miami Heat,52f30c731b34326811678f3b
.436,.429,25,8,7,18,26,.500,102,8,265,Houston Rockets,52f30c741b34326811678f3c
.489,.524,31,5,5,8,21,.867,112,9,240,Golden State Warriors,52f30c751b34326811678f3d
.330,.333,17,12,2,18,30,.667,78,10,240,Chicago Bulls,52f30c761b34326811678f3e
.420,.250,15,10,3,18,23,.760,101,6,240,Orlando Magic,52f30c771b34326811678f3f
.416,.444,18,18,1,9,28,.778,75,11,240,New Orleans Hornets,52f30c771b34326811678f40
.462,.238,16,8,4,8,28,.829,106,7,240,Minnesota Timberwolves,52f30c791b34326811678f41
.479,.400,25,13,4,6,25,.800,92,2,240,Washington Wizards,52f30c791b34326811678f42
.482,.294,25,19,7,18,29,.471,93,5,240,Chicago Bulls,52f30c7a1b34326811678f43
.390,.217,14,12,4,8,30,.588,75,4,240,Dallas Mavericks,52f30c7b1b34326811678f44
.452,.238,14,18,8,9,34,.708,88,6,240,Oklahoma City Thunder,52f30c7c1b34326811678f45
.432,.545,24,16,6,12,28,.833,97,6,240,Portland Trail Blazers,52f30c7d1b34326811678f46
.481,.524,23,11,4,11,24,.731,108,6,240,Minnesota Timberwolves,52f30c7e1b34326811678f47
.444,.389,22,17,2,9,26,.950,98,8,240,Washington Wizards,52f30c7e1b34326811678f48
.415,.375,23,13,1,10,17,.867,90,7,240,Cleveland Cavaliers,52f30c7f1b34326811678f49
.458,.417,18,9,1,4,26,.792,95,9,240,Orlando Magic,52f30c801b34326811678f4a
.458,.435,14,12,7,16,28,.720,104,5,240,New York Knicks,52f30c811b34326811678f4b
.400,.333,23,6,4,10,28,.867,87,8,240,New Jersey Nets,52f30c821b34326811678f4c
.463,.389,18,13,4,9,32,.688,94,8,240,Golden State Warriors,52f30c831b34326811678f4d
.458,.300,18,16,5,10,28,.824,93,10,240,Philadelphia 76ers,52f30c831b34326811678f4e
.459,.100,19,12,8,11,32,.656,100,7,240,Sacramento Kings,52f30c841b34326811678f4f
.403,.333,21,14,3,17,29,.700,87,6,240,Charlotte Bobcats,52f30c851b34326811678f50
.456,.357,22,13,2,8,29,.800,93,3,240,Charlotte Bobcats,52f30c861b34326811678f51
.458,.400,21,11,4,4,35,.462,86,13,240,Boston Celtics,52f30c871b34326811678f52
.422,.438,22,10,6,10,30,.571,85,6,240,Memphis Grizzlies,52f30c881b34326811678f53
.453,.360,27,10,7,18,28,.650,108,5,240,Los Angeles Clippers,52f30c891b34326811678f54
.432,.294,16,18,8,12,29,.900,93,10,240,Oklahoma City Thunder,52f30c8a1b34326811678f55
.411,.308,27,18,3,21,23,.923,98,3,240,Cleveland Cavaliers,52f30c8b1b34326811678f56
